"lamW" "lamV" "lamY" "lamEta" "rhoW1" "rhoW2" "rhoW3" "rhoV1" "rhoV2" "theta"
0.197983941006359 1.45720788213686 4.52218755556872 77.2299975336514 0.874491769828445 0.956095834568512 0.9041747817557 0.274636401795768 0.337891065164355 0.190561493365645
0.197983941006359 3.31997883712949 4.52218755556872 77.2299975336514 0.874491769828445 0.956095834568512 0.960079491935552 0.568873758950468 0.47374019157407 0.190561493365645
0.152076611665437 2.98559726122503 4.52218755556872 77.2299975336514 0.874491769828445 0.956095834568512 0.960079491935552 0.568873758950468 0.47374019157407 0.190561493365645
0.152076611665437 4.73429694638554 4.52218755556872 77.2299975336514 0.874491769828445 0.956095834568512 0.960079491935552 0.568873758950468 0.47374019157407 0.190561493365645
0.152076611665437 4.73429694638554 4.52218755556872 77.2299975336514 0.874491769828445 0.956095834568512 0.960079491935552 0.777937358144608 0.47374019157407 0.190561493365645
0.152076611665437 4.28959231855654 4.52218755556872 77.2299975336514 0.874491769828445 0.956095834568512 0.960079491935552 0.0258535774164017 0.47374019157407 0.190561493365645
0.152076611665437 4.28959231855654 4.52218755556872 77.5493437738193 0.874491769828445 0.956095834568512 0.960079491935552 0.0258535774164017 0.47374019157407 0.190561493365645
0.152076611665437 4.28959231855654 4.52218755556872 77.5493437738193 0.874491769828445 0.94818834285279 0.960079491935552 0.0258535774164017 0.47374019157407 0.404684166752513
0.152076611665437 4.28959231855654 4.52218755556872 77.5493437738193 0.909228212288412 0.94818834285279 0.960132687784967 0.0258535774164017 0.47374019157407 0.404684166752513
0.152076611665437 5.01120467418642 4.52218755556872 77.5493437738193 0.909228212288412 0.94818834285279 0.960132687784967 0.0258535774164017 0.47374019157407 0.404684166752513
0.152076611665437 0.966067761937648 4.52218755556872 77.5493437738193 0.909228212288412 0.94818834285279 0.960132687784967 0.191337953715257 0.47374019157407 0.136456772949105
0.487810109861169 0.966067761937648 4.52218755556872 77.5493437738193 0.760773864010496 0.946666456624314 0.95093667617496 0.414405222611763 0.47374019157407 0.305429157756464
0.487810109861169 0.966067761937648 4.52218755556872 77.5493437738193 0.760773864010496 0.946666456624314 0.956689247750699 0.414405222611763 0.376613318843789 0.305429157756464
0.171090440874213 0.966067761937648 4.52218755556872 77.5493437738193 0.760773864010496 0.946666456624314 0.980039864680278 0.414405222611763 0.376613318843789 0.305429157756464
0.171090440874213 0.966067761937648 4.52218755556872 77.5493437738193 0.760773864010496 0.946666456624314 0.980039864680278 0.414405222611763 0.376613318843789 0.305429157756464
0.171090440874213 2.41565881045389 4.52218755556872 77.5493437738193 0.760773864010496 0.946666456624314 0.975326730076263 0.941110051725895 0.376613318843789 0.305429157756464
0.171090440874213 2.41565881045389 4.52218755556872 78.4494870273817 0.850231893115828 0.958747758163977 0.975326730076263 0.941110051725895 0.956097917795269 0.305429157756464
0.171090440874213 2.54757976174212 7.4607001132786 78.4494870273817 0.910850676214221 0.950245445368143 0.975326730076263 0.941110051725895 0.956097917795269 0.145550797830412
